Nr,level,question,answer,german,english,type
655,8,"Das Konzert wird _____ ausverkauft sein, also sollten wir früh Tickets kaufen.",vermutlich,"Das Konzert wird vermutlich ausverkauft sein, also sollten wir früh Tickets kaufen.","The concert will probably be sold out, so we should buy tickets early.",
656,8,"_____ hat sie die Nachricht nicht gelesen, deshalb hat sie nicht geantwortet.",Vermutlich,"Vermutlich hat sie die Nachricht nicht gelesen, deshalb hat sie nicht geantwortet.","She probably hasn’t read the message, that’s why she hasn’t replied.",
657,8,"Es wird _____ morgen regnen, also nehmen wir lieber einen Regenschirm mit.",vermutlich,"Es wird vermutlich morgen regnen, also nehmen wir lieber einen Regenschirm mit.","It will probably rain tomorrow, so we better take an umbrella.",
658,8,_____ wird die Firma in den nächsten Jahren weiter wachsen.,Vermutlich,Vermutlich wird die Firma in den nächsten Jahren weiter wachsen.,The company will probably continue to grow in the coming years.,
659,8,"Du solltest _____ früh ankommen, um einen guten Platz zu bekommen.",möglichst,"Du solltest möglichst früh ankommen, um einen guten Platz zu bekommen.",You should arrive as early as possible to get a good seat.,
660,8,Wir wollen die Aufgabe _____ schnell erledigen.,möglichst,Wir wollen die Aufgabe möglichst schnell erledigen.,We want to complete the task as quickly as possible.,
661,8,"Versuche, den Text _____ genau zu übersetzen.",möglichst,"Versuche, den Text möglichst genau zu übersetzen.",Try to translate the text as accurately as possible.,
662,8,Er möchte _____ wenig Geld für das Auto ausgeben.,möglichst,Er möchte möglichst wenig Geld für das Auto ausgeben.,He wants to spend as little money as possible on the car.,
663,8,Möglichst viele Teilnehmer sollten an der Umfrage teilnehmen.,möglichst,Möglichst viele Teilnehmer sollten an der Umfrage teilnehmen.,As many participants as possible should take part in the survey.,
664,8,_____ möchte ich eine Weltreise machen.,Irgendwann,Irgendwann möchte ich eine Weltreise machen.,"Someday, I want to travel around the world.",
665,8,"Er hat mir gesagt, dass er mich _____ besuchen wird.",irgendwann,"Er hat mir gesagt, dass er mich irgendwann besuchen wird.",He told me that he will visit me sometime.,
666,8,"_____ muss man eine Entscheidung treffen, auch wenn es schwerfällt.",Irgendwann,"Irgendwann muss man eine Entscheidung treffen, auch wenn es schwerfällt.","At some point, you have to make a decision, even if it's difficult.",
667,8,"Wenn du dranbleibst, wirst du dein Ziel _____ erreichen.",irgendwann,"Wenn du dranbleibst, wirst du dein Ziel irgendwann erreichen.","If you keep going, you will reach your goal someday.",
668,8,"Ich habe das Buch _____ letztes Jahr gelesen, aber ich erinnere mich kaum daran.",irgendwann,"Ich habe das Buch irgendwann letztes Jahr gelesen, aber ich erinnere mich kaum daran.","I read the book sometime last year, but I barely remember it.",
669,8,"Ich habe mein Handy verloren, aber ich werde es _____ wiederfinden.",irgendwie,"Ich habe mein Handy verloren, aber ich werde es irgendwie wiederfinden.","I lost my phone, but I will find it somehow.",
670,8,"Er hat keine Erfahrung, aber _____ schafft er es immer, gute Arbeit zu leisten.",irgendwie,"Er hat keine Erfahrung, aber irgendwie schafft er es immer, gute Arbeit zu leisten.","He has no experience, but somehow he always manages to do a good job.",
671,8,"Ich habe keine Ahnung, wie ich das Problem lösen soll, aber _____ werde ich es schaffen.",irgendwie,"Ich habe keine Ahnung, wie ich das Problem lösen soll, aber irgendwie werde ich es schaffen.","I have no idea how to solve the problem, but somehow I will manage.",
672,8,"Der Plan klingt kompliziert, aber wir müssen es _____ ausprobieren.",irgendwie,"Der Plan klingt kompliziert, aber wir müssen es irgendwie ausprobieren.","The plan sounds complicated, but we have to try it somehow.",
673,8,"Ich fühle mich heute _____ müde, obwohl ich genug geschlafen habe.",irgendwie,"Ich fühle mich heute irgendwie müde, obwohl ich genug geschlafen habe.","I feel somehow tired today, even though I slept enough.",
674,8,Er fragte _____ nach dem Weg zum Bahnhof.,höflich,Er fragte höflich nach dem Weg zum Bahnhof.,He politely asked for directions to the train station.,
675,8,Sie bat den Kellner _____ um die Rechnung.,höflich,Sie bat den Kellner höflich um die Rechnung.,She politely asked the waiter for the bill.,
676,8,"Wenn du _____ sprichst, bekommst du eher eine positive Antwort.",höflich,"Wenn du höflich sprichst, bekommst du eher eine positive Antwort.","If you speak politely, you are more likely to receive a positive response.",
677,8,"Er hat _____ abgelehnt, weil er keine Zeit hatte.",höflich,"Er hat höflich abgelehnt, weil er keine Zeit hatte.",He politely declined because he didn’t have time.,
678,8,Die Gäste wurden _____ begrüßt und an ihre Plätze geführt.,höflich,Die Gäste wurden höflich begrüßt und an ihre Plätze geführt.,The guests were politely greeted and led to their seats.,
679,8,"Ich habe meine Brille _____ hingelegt, aber ich kann mich nicht erinnern, wo.",irgendwo,"Ich habe meine Brille irgendwo hingelegt, aber ich kann mich nicht erinnern, wo.","I put my glasses somewhere, but I can't remember where.",
680,8,"Er möchte _____ in den Bergen Urlaub machen, aber er hat noch kein Hotel gebucht.",irgendwo,"Er möchte irgendwo in den Bergen Urlaub machen, aber er hat noch kein Hotel gebucht.","He wants to go on vacation somewhere in the mountains, but he hasn’t booked a hotel yet.",
681,8,"Ich habe gehört, dass es _____ ein neues Café geben soll.",irgendwo,"Ich habe gehört, dass es irgendwo ein neues Café geben soll.",I heard that there is supposed to be a new café somewhere.,
682,8,"Es gibt _____ in dieser Stadt ein tolles Museum, das du besuchen solltest.",irgendwo,"Es gibt irgendwo in dieser Stadt ein tolles Museum, das du besuchen solltest.",There is a great museum somewhere in this city that you should visit.,
683,8,"Sie hofft, dass sie _____ eine passende Wohnung finden wird.",irgendwo,"Sie hofft, dass sie irgendwo eine passende Wohnung finden wird.",She hopes to find a suitable apartment somewhere.,
684,8,"Ich habe meine Schlüssel gesucht, aber sie waren _____ zu finden.",nirgendwo,"Ich habe meine Schlüssel gesucht, aber sie waren nirgendwo zu finden.","I looked for my keys, but they were nowhere to be found.",
685,8,_____ habe ich so gutes Essen gegessen wie in diesem Restaurant.,Nirgendwo,Nirgendwo habe ich so gutes Essen gegessen wie in diesem Restaurant.,Nowhere have I eaten such good food as in this restaurant.,
686,8,Er fühlt sich _____ so wohl wie in seinem Heimatdorf.,nirgendwo,Er fühlt sich nirgendwo so wohl wie in seinem Heimatdorf.,He feels comfortable nowhere as much as in his hometown.,
687,8,"Dieses Produkt ist _____ mehr erhältlich, weil es nicht mehr produziert wird.",nirgendwo,"Dieses Produkt ist nirgendwo mehr erhältlich, weil es nicht mehr produziert wird.",This product is no longer available anywhere because it is no longer produced.,
688,8,"Ich habe überall nach einer Lösung gesucht, aber _____ eine gefunden.",nirgendwo,"Ich habe überall nach einer Lösung gesucht, aber nirgendwo eine gefunden.","I searched everywhere for a solution, but I found one nowhere.",
689,8,Heute ist es für diese Jahreszeit _____ warm.,ungewöhnlich,Heute ist es für diese Jahreszeit ungewöhnlich warm.,"Today, it is unusually warm for this time of year.",
690,8,"Er hat sich _____ höflich verhalten, was mich überrascht hat.",ungewöhnlich,"Er hat sich ungewöhnlich höflich verhalten, was mich überrascht hat.","He behaved unusually politely, which surprised me.",
691,8,"Die Prüfung war _____ schwer, viel schwieriger als erwartet.",ungewöhnlich,"Die Prüfung war ungewöhnlich schwer, viel schwieriger als erwartet.","The exam was unusually difficult, much harder than expected.",
692,8,"Sie war _____ ruhig, als sie die schlechten Nachrichten hörte.",ungewöhnlich,"Sie war ungewöhnlich ruhig, als sie die schlechten Nachrichten hörte.",She was unusually calm when she heard the bad news.,
693,8,_____ viele Menschen haben an der Veranstaltung teilgenommen.,Ungewöhnlich,Ungewöhnlich viele Menschen haben an der Veranstaltung teilgenommen.,An unusually high number of people attended the event.,
694,8,"Sein Schlafrhythmus ist _____, weil er oft bis spät in die Nacht arbeitet.",unregelmäßig,"Sein Schlafrhythmus ist unregelmäßig, weil er oft bis spät in die Nacht arbeitet.",His sleep schedule is irregular because he often works late into the night.,
695,8,"Ich trainiere _____, deshalb sehe ich nur langsam Fortschritte.",unregelmäßig,"Ich trainiere unregelmäßig, deshalb sehe ich nur langsam Fortschritte.","I train irregularly, so I see progress only slowly.",
696,8,"Da die Busse _____ fahren, ist es schwer, pünktlich anzukommen.",unregelmäßig,"Da die Busse unregelmäßig fahren, ist es schwer, pünktlich anzukommen.","Since the buses run irregularly, it’s hard to arrive on time.",
697,8,"Er besucht seine Familie _____, weil er weit entfernt wohnt.",unregelmäßig,"Er besucht seine Familie unregelmäßig, weil er weit entfernt wohnt.",He visits his family irregularly because he lives far away.,
698,8,_____ zu essen kann sich negativ auf die Gesundheit auswirken.,Unregelmäßig,Unregelmäßig zu essen kann sich negativ auf die Gesundheit auswirken.,Eating irregularly can have a negative impact on health.,
699,8,"Ich komme _____ später zur Party, wenn ich noch Arbeit habe.",eventuell,"Ich komme eventuell später zur Party, wenn ich noch Arbeit habe.",I might come later to the party if I still have work.,
700,8,"Wir fahren am Wochenende in die Berge, _____ nehmen wir dich mit.",eventuell,"Wir fahren am Wochenende in die Berge, eventuell nehmen wir dich mit.","We're going to the mountains this weekend, maybe we’ll take you with us.",
701,8,"_____ gibt es morgen Regen, also nimm lieber einen Regenschirm mit.",Eventuell,"Eventuell gibt es morgen Regen, also nimm lieber einen Regenschirm mit.","It might rain tomorrow, so you better take an umbrella.",
702,8,"Ich werde _____ einen neuen Job suchen, weil ich unzufrieden bin.",eventuell,"Ich werde eventuell einen neuen Job suchen, weil ich unzufrieden bin.",I might look for a new job because I'm unhappy.,
703,8,"_____ treffen wir uns nächste Woche, falls wir beide Zeit haben.",Eventuell,"Eventuell treffen wir uns nächste Woche, falls wir beide Zeit haben.",Maybe we'll meet next week if we both have time.,
704,8,Ein Erwachsener schläft _____ sieben Stunden pro Nacht.,durchschnittlich,Ein Erwachsener schläft durchschnittlich sieben Stunden pro Nacht.,An adult sleeps an average of seven hours per night.,
705,8,Das Wetter ist hier _____ wärmer als in meiner Heimatstadt.,durchschnittlich,Das Wetter ist hier durchschnittlich wärmer als in meiner Heimatstadt.,The weather here is on average warmer than in my hometown.,
706,8,Er arbeitet _____ 40 Stunden pro Woche.,durchschnittlich,Er arbeitet durchschnittlich 40 Stunden pro Woche.,He works an average of 40 hours per week.,
707,8,_____ verbringen Menschen täglich drei Stunden am Handy.,Durchschnittlich,Durchschnittlich verbringen Menschen täglich drei Stunden am Handy.,"On average, people spend three hours a day on their phones.",
708,8,"Die Prüfung war _____ schwer, nicht zu leicht und nicht zu schwierig.",durchschnittlich,"Die Prüfung war durchschnittlich schwer, nicht zu leicht und nicht zu schwierig.","The exam was of average difficulty, not too easy and not too difficult.",
709,9,absolutely,absolut,,,
710,9,extremely,äußerst,,,
711,9,respectively,jeweils,,,
712,9,exclusively,ausschließlich,,,
713,9,"overall, all in all",insgesamt,,,
714,9,theoretically,theoretisch,,,
715,9,incredibly,unglaublicherweise,,,
716,9,interestingly,interessanterweise,,,
717,9,"excessively, overly",übermäßig,,,
718,9,"angrily, furiously",wütend,,,
719,9,"recklessly, carelessly",leichtsinnig,,,
720,9,passionately,leidenschaftlich,,,
721,9,insanely,wahnsinnig,,,
722,9,on the way,unterwegs,,,
723,9,"by the way, incidentally",übrigens,,,
724,9,"just, simply, exactly",eben,,,
725,9,even,sogar,,,
726,9,"in the meantime, meanwhile, by now, since then",inzwischen,,,
727,9,in any case,jedenfalls,,,
728,9,at any time,jederzeit,,,
729,9,"anyway, anyhow, in any case",sowieso,,,
730,9,just as,ebenso,,,
731,9,"at least, after all",immerhin,,,
732,9,likewise,ebenfalls,,,
733,9,now and then,ab und zu,,,
734,9,long ago,längst,,,
735,9,ever,je,,,
736,10,Das ist _____ unmöglich unter diesen Bedingungen.,absolut,Das ist absolut unmöglich unter diesen Bedingungen.,That is absolutely impossible under these conditions.,
737,10,"Ich bin _____ sicher, dass wir die richtige Entscheidung getroffen haben.",absolut,"Ich bin absolut sicher, dass wir die richtige Entscheidung getroffen haben.",I am absolutely sure that we made the right decision.,
738,10,Sein Verhalten war _____ inakzeptabel.,absolut,Sein Verhalten war absolut inakzeptabel.,His behavior was absolutely unacceptable.,
739,10,Dieses Restaurant hat _____ fantastische Gerichte.,absolut,Dieses Restaurant hat absolut fantastische Gerichte.,This restaurant has absolutely fantastic dishes.,
740,10,"Ich verstehe _____ nicht, warum er so reagiert hat.",absolut,"Ich verstehe absolut nicht, warum er so reagiert hat.",I absolutely do not understand why he reacted that way.,
741,10,Das Hotel war _____ komfortabel und gut ausgestattet.,äußerst,Das Hotel war äußerst komfortabel und gut ausgestattet.,The hotel was extremely comfortable and well-equipped.,
742,10,Er ist ein _____ talentierter Musiker.,äußerst,Er ist ein äußerst talentierter Musiker.,He is an extremely talented musician.,
743,10,Die Situation ist _____ kompliziert und erfordert eine schnelle Lösung.,äußerst,Die Situation ist äußerst kompliziert und erfordert eine schnelle Lösung.,The situation is extremely complicated and requires a quick solution.,
744,10,Sie war _____ überrascht über die plötzliche Einladung.,äußerst,Sie war äußerst überrascht über die plötzliche Einladung.,She was extremely surprised about the sudden invitation.,
745,10,Dieses Buch ist _____ interessant und empfehlenswert.,äußerst,Dieses Buch ist äußerst interessant und empfehlenswert.,This book is extremely interesting and highly recommended.,
746,10,Die Teilnehmer erhalten _____ ein Zertifikat nach Abschluss des Kurses.,jeweils,Die Teilnehmer erhalten jeweils ein Zertifikat nach Abschluss des Kurses.,The participants each receive a certificate after completing the course.,
747,10,"Es gibt drei Gruppen, und _____ eine Gruppe arbeitet an einem anderen Projekt.",jeweils,"Es gibt drei Gruppen, und jeweils eine Gruppe arbeitet an einem anderen Projekt.","There are three groups, and each group works on a different project.",
748,10,Die Prüfungen finden _____ am Montag und Mittwoch statt.,jeweils,Die Prüfungen finden jeweils am Montag und Mittwoch statt.,"The exams take place on Monday and Wednesday, respectively.",
749,10,Jeder Kunde kann _____ nur ein Produkt kostenlos testen.,jeweils,Jeder Kunde kann jeweils nur ein Produkt kostenlos testen.,Each customer can test only one product for free.,
750,10,Die Züge fahren _____ alle 30 Minuten vom Hauptbahnhof ab.,jeweils,Die Züge fahren jeweils alle 30 Minuten vom Hauptbahnhof ab.,The trains depart from the main station every 30 minutes.,
751,10,Es waren _____ 200 Gäste auf der Veranstaltung.,insgesamt,Es waren insgesamt 200 Gäste auf der Veranstaltung.,There were a total of 200 guests at the event.,
752,10,Das Projekt hat _____ drei Monate gedauert.,insgesamt,Das Projekt hat insgesamt drei Monate gedauert.,The project took a total of three months.,
753,10,Insgesamt bin ich mit dem Ergebnis sehr zufrieden.,insgesamt,Insgesamt bin ich mit dem Ergebnis sehr zufrieden.,"Overall, I am very satisfied with the result.",
754,10,Er hat _____ fünf Prüfungen bestanden.,insgesamt,Er hat insgesamt fünf Prüfungen bestanden.,He passed a total of five exams.,
755,10,_____ betrachtet war das ein sehr erfolgreiches Jahr für uns.,Insgesamt,Insgesamt betrachtet war das ein sehr erfolgreiches Jahr für uns.,"All in all, this was a very successful year for us.",
756,10,Dieses Angebot gilt _____ für neue Kunden.,ausschließlich,Dieses Angebot gilt ausschließlich für neue Kunden.,This offer is exclusively for new customers.,
757,10,Er ernährt sich _____ von biologischen Lebensmitteln.,ausschließlich,Er ernährt sich ausschließlich von biologischen Lebensmitteln.,He eats only organic food.,
758,10,Die Parkplätze sind _____ für Mitarbeiter reserviert.,ausschließlich,Die Parkplätze sind ausschließlich für Mitarbeiter reserviert.,The parking spaces are reserved exclusively for employees.,
759,10,Der Zugang zum VIP-Bereich ist _____ mit einer speziellen Karte möglich.,ausschließlich,Der Zugang zum VIP-Bereich ist ausschließlich mit einer speziellen Karte möglich.,Access to the VIP area is only possible with a special card.,
760,10,Dieses Produkt wird _____ in Deutschland hergestellt.,ausschließlich,Dieses Produkt wird ausschließlich in Deutschland hergestellt.,This product is manufactured exclusively in Germany.,
761,10,"_____ könnte das Experiment funktionieren, aber es gibt noch viele Unbekannte.",Theoretisch,"Theoretisch könnte das Experiment funktionieren, aber es gibt noch viele Unbekannte.","Theoretically, the experiment could work, but there are still many unknowns.",
762,10,"Man kann _____ in einem Monat eine Sprache lernen, aber es erfordert viel Übung.",theoretisch,"Man kann theoretisch in einem Monat eine Sprache lernen, aber es erfordert viel Übung.","Theoretically, one could learn a language in a month, but it requires a lot of practice.",
763,10,"_____ wäre es möglich, das Problem zu lösen, wenn wir mehr Ressourcen hätten.",Theoretisch,"Theoretisch wäre es möglich, das Problem zu lösen, wenn wir mehr Ressourcen hätten.","Theoretically, it would be possible to solve the problem if we had more resources.",
764,10,"Er kann _____ morgen anreisen, aber es hängt von seinem Zeitplan ab.",theoretisch,"Er kann theoretisch morgen anreisen, aber es hängt von seinem Zeitplan ab.","He could theoretically arrive tomorrow, but it depends on his schedule.",
765,10,"_____ sollten erneuerbare Energien genug Strom liefern können, um den Bedarf zu decken.",Theoretisch,"Theoretisch sollten erneuerbare Energien genug Strom liefern können, um den Bedarf zu decken.","Theoretically, renewable energy should be able to provide enough electricity to meet demand.",
766,10,Er spielt _____ Gitarre und träumt von einer Musikkarriere.,leidenschaftlich,Er spielt leidenschaftlich Gitarre und träumt von einer Musikkarriere.,He plays the guitar passionately and dreams of a music career.,
767,10,Sie diskutierte _____ über Politik mit ihren Freunden.,leidenschaftlich,Sie diskutierte leidenschaftlich über Politik mit ihren Freunden.,She passionately discussed politics with her friends.,
768,10,Er tanzt _____ Salsa in seiner Freizeit.,leidenschaftlich,Er tanzt leidenschaftlich Salsa in seiner Freizeit.,He passionately dances salsa in his free time.,
769,10,Sie engagiert sich _____ für den Umweltschutz.,leidenschaftlich,Sie engagiert sich leidenschaftlich für den Umweltschutz.,She is passionately committed to environmental protection.,
770,10,Der Autor schreibt _____ über historische Themen.,leidenschaftlich,Der Autor schreibt leidenschaftlich über historische Themen.,The author writes passionately about historical topics.,
771,10,Er trinkt _____ viel Kaffee und schläft deshalb schlecht.,übermäßig,Er trinkt übermäßig viel Kaffee und schläft deshalb schlecht.,He drinks an excessive amount of coffee and therefore sleeps poorly.,
772,10,"Das Essen war _____ salzig, sodass ich es kaum essen konnte.",übermäßig,"Das Essen war übermäßig salzig, sodass ich es kaum essen konnte.","The food was overly salty, so I could barely eat it.",
773,10,Sie macht sich _____ viele Sorgen über Kleinigkeiten.,übermäßig,Sie macht sich übermäßig viele Sorgen über Kleinigkeiten.,She worries excessively about small things.,
774,10,_____ lange Bildschirmzeiten können die Augen belasten.,Übermäßig,Übermäßig lange Bildschirmzeiten können die Augen belasten.,Excessive screen time can strain the eyes.,
775,10,"Er trainiert _____ intensiv, was zu Verletzungen führen kann.",übermäßig,"Er trainiert übermäßig intensiv, was zu Verletzungen führen kann.","He trains overly intensively, which can lead to injuries.",
776,10,_____ hat er das gesamte Puzzle in weniger als einer Stunde gelöst.,Unglaublicherweise,Unglaublicherweise hat er das gesamte Puzzle in weniger als einer Stunde gelöst.,"Incredibly, he solved the entire puzzle in less than an hour.",
777,10,Die Mannschaft hat _____ das Spiel trotz eines Rückstands von drei Toren gewonnen.,unglaublicherweise,Die Mannschaft hat unglaublicherweise das Spiel trotz eines Rückstands von drei Toren gewonnen.,"Incredibly, the team won the match despite being three goals behind.",
778,10,_____ hat sie die schwierige Prüfung ohne Vorbereitung bestanden.,Unglaublicherweise,Unglaublicherweise hat sie die schwierige Prüfung ohne Vorbereitung bestanden.,"Incredibly, she passed the difficult exam without any preparation.",
779,10,Er hat _____ den Marathon ohne Training beendet.,unglaublicherweise,Er hat unglaublicherweise den Marathon ohne Training beendet.,"Incredibly, he finished the marathon without any training.",
780,10,"_____ hat sie die Wahrheit herausgefunden, ohne dass es jemand bemerkt hat.",Unglaublicherweise,"Unglaublicherweise hat sie die Wahrheit herausgefunden, ohne dass es jemand bemerkt hat.","Incredibly, she found out the truth without anyone noticing.",
781,10,"Er verließ _____ den Raum, nachdem er die schlechte Nachricht gehört hatte.",wütend,"Er verließ wütend den Raum, nachdem er die schlechte Nachricht gehört hatte.",He left the room angrily after hearing the bad news.,
782,10,"Sie schrie _____, weil ihr Bruder ihr Buch zerstört hatte.",wütend,"Sie schrie wütend, weil ihr Bruder ihr Buch zerstört hatte.",She screamed angrily because her brother had destroyed her book.,
783,10,Der Kunde beschwerte sich _____ über den schlechten Service.,wütend,Der Kunde beschwerte sich wütend über den schlechten Service.,The customer angrily complained about the bad service.,
784,10,_____ warf er das kaputte Handy auf den Tisch.,Wütend,Wütend warf er das kaputte Handy auf den Tisch.,"Furiously, he threw the broken phone on the table.",
785,10,"Sie schaute ihn _____ an, weil er ihr Geheimnis verraten hatte.",wütend,"Sie schaute ihn wütend an, weil er ihr Geheimnis verraten hatte.",She looked at him angrily because he had revealed her secret.,
786,10,_____ hat er sich für ein völlig anderes Studium entschieden als geplant.,Interessanterweise,Interessanterweise hat er sich für ein völlig anderes Studium entschieden als geplant.,"Interestingly, he chose a completely different field of study than planned.",
787,10,"Die Umfrage zeigt _____, dass viele Menschen lieber von zu Hause aus arbeiten.",interessanterweise,"Die Umfrage zeigt interessanterweise, dass viele Menschen lieber von zu Hause aus arbeiten.","Interestingly, the survey shows that many people prefer working from home.",
788,10,"_____ spricht sie fünf Sprachen, obwohl sie nie im Ausland gelebt hat.",Interessanterweise,"Interessanterweise spricht sie fünf Sprachen, obwohl sie nie im Ausland gelebt hat.","Interestingly, she speaks five languages despite never having lived abroad.",
789,10,_____ hat das alte Rezept besser geschmeckt als das neue.,Interessanterweise,Interessanterweise hat das alte Rezept besser geschmeckt als das neue.,"Interestingly, the old recipe tasted better than the new one.",
790,10,"Die Studie hat _____ bewiesen, dass weniger Stress zu höherer Produktivität führt.",interessanterweise,"Die Studie hat interessanterweise bewiesen, dass weniger Stress zu höherer Produktivität führt.","Interestingly, the study proved that less stress leads to higher productivity.",
791,10,"Ich bin _____ müde, weil ich die ganze Nacht gearbeitet habe.",wahnsinnig,"Ich bin wahnsinnig müde, weil ich die ganze Nacht gearbeitet habe.",I am insanely tired because I worked all night.,
792,10,"Das Konzert war _____ gut, ich habe jede Sekunde genossen.",wahnsinnig,"Das Konzert war wahnsinnig gut, ich habe jede Sekunde genossen.",The concert was incredibly good; I enjoyed every second.,
793,10,Sie hat sich _____ über die Überraschung gefreut.,wahnsinnig,Sie hat sich wahnsinnig über die Überraschung gefreut.,She was insanely happy about the surprise.,
794,10,"Er arbeitet _____ hart, um seine Ziele zu erreichen.",wahnsinnig,"Er arbeitet wahnsinnig hart, um seine Ziele zu erreichen.",He works incredibly hard to achieve his goals.,
795,10,Das Essen im neuen Restaurant ist _____ lecker.,wahnsinnig,Das Essen im neuen Restaurant ist wahnsinnig lecker.,The food at the new restaurant is insanely delicious.,
796,10,Er hat _____ ohne Helm Fahrrad gefahren.,leichtsinnig,Er hat leichtsinnig ohne Helm Fahrrad gefahren.,He rode his bike recklessly without a helmet.,
797,10,Sie gab _____ ihr ganzes Geld für teure Kleidung aus.,leichtsinnig,Sie gab leichtsinnig ihr ganzes Geld für teure Kleidung aus.,She carelessly spent all her money on expensive clothes.,
798,10,Er fuhr _____ zu schnell auf der Autobahn.,leichtsinnig,Er fuhr leichtsinnig zu schnell auf der Autobahn.,He drove recklessly too fast on the highway.,
799,10,"_____ unterschrieb er den Vertrag, ohne ihn genau zu lesen.",Leichtsinnig,"Leichtsinnig unterschrieb er den Vertrag, ohne ihn genau zu lesen.",He carelessly signed the contract without reading it carefully.,
800,10,"Sie handelte _____, indem sie ohne Vorbereitung zur Prüfung ging.",leichtsinnig,"Sie handelte leichtsinnig, indem sie ohne Vorbereitung zur Prüfung ging.",She acted recklessly by going to the exam without preparation.,
801,10,Ich bin gerade _____ und kann nicht ans Telefon gehen.,unterwegs,Ich bin gerade unterwegs und kann nicht ans Telefon gehen.,I’m currently on the way and can’t answer the phone.,
802,10,_____ habe ich viele interessante Menschen kennengelernt.,Unterwegs,Unterwegs habe ich viele interessante Menschen kennengelernt.,"While traveling, I met many interesting people.",
803,10,Wir sind seit Stunden _____ und machen jetzt eine Pause.,unterwegs,Wir sind seit Stunden unterwegs und machen jetzt eine Pause.,We’ve been on the road for hours and are taking a break now.,
804,10,"Sie hat ihren Laptop mitgenommen, um _____ zu arbeiten.",unterwegs,"Sie hat ihren Laptop mitgenommen, um unterwegs zu arbeiten.",She took her laptop with her to work while traveling.,
805,10,_____ nach München haben wir in einem schönen Restaurant gegessen.,Unterwegs,Unterwegs nach München haben wir in einem schönen Restaurant gegessen.,"On the way to Munich, we ate at a lovely restaurant.",
806,10,"_____, hast du schon von der neuen Ausstellung gehört?",Übrigens,"Übrigens, hast du schon von der neuen Ausstellung gehört?","By the way, have you heard about the new exhibition?",
807,10,"Ich komme morgen zur Party, _____ bringe ich einen Freund mit.",übrigens,"Ich komme morgen zur Party, übrigens bringe ich einen Freund mit.","I’m coming to the party tomorrow, by the way, I’m bringing a friend.",
808,10,"_____, das Restaurant hat jetzt auch vegane Gerichte auf der Karte.",Übrigens,"Übrigens, das Restaurant hat jetzt auch vegane Gerichte auf der Karte.","By the way, the restaurant now also has vegan dishes on the menu.",
809,10,"Sie hat den Job bekommen, _____ hat sie sich nur aus Spass beworben.",übrigens,"Sie hat den Job bekommen, übrigens hat sie sich nur aus Spass beworben.","She got the job; incidentally, she only applied for fun.",
810,10,"_____, ich habe gestern deinen Bruder getroffen.",Übrigens,"Übrigens, ich habe gestern deinen Bruder getroffen.","By the way, I met your brother yesterday.",
811,10,Ich habe _____ eine wichtige E-Mail bekommen.,eben,Ich habe eben eine wichtige E-Mail bekommen.,I just received an important email.,
812,10,"Manche Dinge kann man nicht ändern, das ist _____ so.",eben,"Manche Dinge kann man nicht ändern, das ist eben so.","Some things cannot be changed, that's just how it is.",
813,10,"Er war _____ noch hier, aber jetzt ist er verschwunden.",eben,"Er war eben noch hier, aber jetzt ist er verschwunden.","He was just here, but now he’s gone.",
814,10,"Wenn du Erfolg haben willst, musst du _____ mehr arbeiten.",eben,"Wenn du Erfolg haben willst, musst du eben mehr arbeiten.","If you want to be successful, you simply have to work more.",
815,10,Das ist _____ der Unterschied zwischen Theorie und Praxis.,eben,Das ist eben der Unterschied zwischen Theorie und Praxis.,That’s exactly the difference between theory and practice.,
816,10,"Er spricht viele Sprachen, _____ Chinesisch.",sogar,"Er spricht viele Sprachen, sogar Chinesisch.","He speaks many languages, even Chinese.",
817,10,"Es war so kalt, dass _____ der See zugefroren ist.",sogar,"Es war so kalt, dass sogar der See zugefroren ist.",It was so cold that even the lake froze.,
818,10,"Sie hat so viel gelernt, dass sie die Prüfung _____ ohne Probleme bestanden hat.",sogar,"Sie hat so viel gelernt, dass sie die Prüfung sogar ohne Probleme bestanden hat.",She studied so much that she even passed the exam without any problems.,
819,10,"Ich habe ihn eingeladen, aber er hat _____ nicht geantwortet.",sogar,"Ich habe ihn eingeladen, aber er hat sogar nicht geantwortet.","I invited him, but he didn’t even respond.",
820,10,"Das Konzert war fantastisch, es gab _____ eine Zugabe.",sogar,"Das Konzert war fantastisch, es gab sogar eine Zugabe.",The concert was fantastic; there was even an encore.,
821,10,Ich habe vor einem Jahr mit dem Klavierspielen angefangen und bin _____ ziemlich gut.,inzwischen,Ich habe vor einem Jahr mit dem Klavierspielen angefangen und bin inzwischen ziemlich gut.,"I started playing the piano a year ago, and by now, I’m quite good.",
822,10,Sie ist vor fünf Jahren nach Deutschland gezogen und spricht _____ fließend Deutsch.,inzwischen,Sie ist vor fünf Jahren nach Deutschland gezogen und spricht inzwischen fließend Deutsch.,She moved to Germany five years ago and now speaks fluent German.,
823,10,"Wir mussten lange auf den Zug warten, also haben wir uns _____ einen Kaffee geholt.",inzwischen,"Wir mussten lange auf den Zug warten, also haben wir uns inzwischen einen Kaffee geholt.","We had to wait a long time for the train, so in the meantime, we got a coffee.",
824,10,Das kleine Unternehmen hat sich _____ zu einer großen Firma entwickelt.,inzwischen,Das kleine Unternehmen hat sich inzwischen zu einer großen Firma entwickelt.,The small company has since developed into a large business.,
